Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_name_creator_namePart_ms,P. L. Ostrov,"Ostrov, P. L.",,local,personal,,
mods_name_creator_namePart_ms,"Barnett, Herb K.","Barnett, Herbert K.",,local,personal,,
mods_name_creator_namePart_ms,"Probst, John, approximately 1805-","Probst, John, approximately 1805-",http://id.loc.gov/authorities/names/nr92017719,naf,personal,,
mods_name_creator_namePart_ms,"Harrison, Richard Granville, 1793-1870","Harrison, Richard Granville, 1793-1870",http://id.loc.gov/authorities/names/nr89009436,naf,personal,,
mods_name_creator_namePart_ms,Safyan's Little Photo Shoppe,Safyan's Little Photo Shoppe,,local,corporate,,
mods_name_creator_namePart_ms,University of Pittsburgh. Office of Veterans Affairs,University of Pittsburgh. Office of Veterans Affairs,,local,corporate,,
mods_name_creator_namePart_ms,"Vasil'ev, P.","Vasil'ev, P.",,local,personal,,
mods_name_creator_namePart_ms,Bremmer & Judge Associates Rembrandt Studios,Bremer & Judge Associates,,local,corporate,,
mods_name_creator_namePart_ms,"Johnson, Luther H.","Johnson, Luther H.",,local,personal,,
mods_name_creator_namePart_ms,"Mutschler, Edward A.","Mutschler, Edward A.",,local,personal,,
mods_name_creator_namePart_ms,"Valente, Alfredo","Valente, Alfredo",,local,personal,,
mods_name_creator_namePart_ms,"Shestopalov, N. I.","Shestopalov, N. I. (Nikolaĭ Ivanovich), 1875-1954",http://id.loc.gov/authorities/names/no2021075060,naf,personal,,
mods_name_creator_namePart_ms,"Martín, Juan Luis","Martín, Juan Luis",http://id.loc.gov/authorities/names/no00010363,naf,personal,,
mods_name_creator_namePart_ms,"Lavín Cerda, Hernán, 1939-","Lavín Cerda, Hernán, 1939-",http://id.loc.gov/authorities/names/n81077127,naf,personal,,
mods_name_creator_namePart_ms,"Fetterman, Anna Maria Dillon","Fetterman, Anna Maria Dillon",,local,personal,,
mods_name_creator_namePart_ms,"Somma, Hank","Somma, Hank",,local,personal,,
mods_name_creator_namePart_ms,"Sokolov, Vasilii Vasilevich","Sokolov, Vasilii Vasilevich",,local,personal,,
mods_name_creator_namePart_ms,"Quesada, L. P.","Quesada, L. P.",,local,personal,,
mods_name_creator_namePart_ms,U.S. Army,United States. Army,http://id.loc.gov/authorities/names/n79063202,naf,corporate,,replace
mods_name_creator_namePart_ms,The Allegheny City Society,The Allegheny City Society,,local,corporate,,
mods_name_creator_namePart_ms,"Torii, Kiyomitsu, 1735-1785","Torii, Kiyomitsu, 1735-1785",http://id.loc.gov/authorities/names/n85227307,naf,personal,,
mods_name_creator_namePart_ms,"Ksergian, Télémaque E.","Ksergian, Télémaque E.",,local,personal,,
mods_name_creator_namePart_ms,"Jarrett, Walter C.","Jarrett, Walter C.",,local,personal,,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Carter",Allegheny County (Pa.). Department of Public Works,,local,corporate,,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Carter",Carter,,local,personal,,add
mods_name_creator_namePart_ms,Frank Bingaman,"Bingaman, Frank E.",,local,personal,,
mods_name_creator_namePart_ms,"Neal, Harold","Neal, Harold",,local,personal,,
mods_name_creator_namePart_ms,"Utagawa, Toyohisa, 2nd half of 19th century","Utagawa, Toyohisa, 2nd half of 19th century",,local,personal,,
mods_name_creator_namePart_ms,"Gerasimov, A.","Gerasimov, A.",http://id.loc.gov/authorities/names/no95030958,naf,personal,,
mods_name_creator_namePart_ms,E.W.,"W., E.",,local,personal,,
mods_name_creator_namePart_ms,"Maurin, Antoine, 1793-1860","Maurin, Antoine, 1793-1860",http://id.loc.gov/authorities/names/n97875290,naf,personal,,
mods_name_creator_namePart_ms,M. G. Manizer,"Manizer, M. G.",,local,personal,,
mods_name_creator_namePart_ms,"Marbury, Elisabeth, 1856-1933","Marbury, Elisabeth, 1856-1933",http://id.loc.gov/authorities/names/n00020475,naf,personal,,
mods_name_creator_namePart_ms,"Schmolze, Carl Heinrich, 1823-1861","Schmolze, Carl Heinrich, 1823-1861",http://id.loc.gov/authorities/names/n86143775,naf,personal,,
mods_name_creator_namePart_ms,"I. Robbins &amp; Son, Pittsburgh, Pa.",I. Robbins & Son,,local,corporate,,
mods_name_creator_namePart_ms,Bricker & Corliss,Bricker & Corliss,,local,corporate,,
mods_name_creator_namePart_ms,"Bell, W. S.","Bell, W. S.",,local,personal,,
mods_name_creator_namePart_ms,"Ellenbogen, Adolph","Ellenbogen, Adolph",,local,personal,,
mods_name_creator_namePart_ms,"Volkova, M. and Pinus, N.","Volkova, M.",,local,personal,,
mods_name_creator_namePart_ms,"Volkova, M. and Pinus, N.","Pinus, N.",,local,personal,,
mods_name_creator_namePart_ms,Pennsylvania. Land Office,Pennsylvania. Land Office,http://id.loc.gov/authorities/names/nr89012948,naf,corporate,,
mods_name_creator_namePart_ms,"Meyer, H.","Meyer, H.",,local,personal,,
mods_name_creator_namePart_ms,"Rublev, G.","Rublev, G.",,local,personal,,
mods_name_creator_namePart_ms,"Cézeron, Francis","Cézeron, Francis",,local,personal,,
mods_name_creator_namePart_ms,Brady Stewart Studio,"Brady Stewart Studio, Inc.",,local,corporate,,
mods_name_creator_namePart_ms,"Martin, Thomas, 1909-1984","Martin, Thomas, 1909-1984",http://id.loc.gov/authorities/names/n82122642,naf,personal,,
mods_name_creator_namePart_ms,Essanay Film Manufacturing Co.,Essanay Film Manufacturing Co.,http://id.loc.gov/authorities/names/n85138304,naf,corporate,,
mods_name_creator_namePart_ms,"Bocquet, E., active 19th century","Bocquet, E., active 19th century",http://id.loc.gov/authorities/names/no2012030823,naf,personal,,
mods_name_creator_namePart_ms,"Dengler, Charles J., Jr.","Dengler, Charles J., Jr.",,local,personal,,
mods_name_creator_namePart_ms,"Burke, Jim","Burke, Jim",,local,personal,,
mods_name_creator_namePart_ms,Hall & Williams Studio,Hall & Williams Studio,,local,corporate,,
mods_name_creator_namePart_ms,"Schneider, Bronisław","Schneider, Bronisław",,local,personal,,
mods_name_creator_namePart_ms,"Dance, Nathaniel, Sir, 1735-1811","Dance, Nathaniel, Sir, 1735-1811",http://id.loc.gov/authorities/names/no99048395,naf,personal,,
mods_name_creator_namePart_ms,Charles Desilver (Firm),Charles Desilver (Firm),http://id.loc.gov/authorities/names/n83227682,naf,corporate,,
mods_name_creator_namePart_ms,"Pitt, William, Earl of Chatham, 1708-1778","Pitt, William, Earl of Chatham, 1708-1778",http://id.loc.gov/authorities/names/n80106735,naf,personal,,
mods_name_creator_namePart_ms,"Reens, M.","Reens, M.",,local,personal,,
mods_name_creator_namePart_ms,"Tucker, William E., 1801-1857","Tucker, William E., 1801-1857",http://id.loc.gov/authorities/names/nr91004563,naf,personal,,
mods_name_creator_namePart_ms,"Raffensperger, J.H.","Raffensperger, J.H.",,local,personal,,
mods_name_creator_namePart_ms,"Goronov, V.S.","Goronov, V.S.",,local,personal,,
mods_name_creator_namePart_ms,A. Church Photographers.; Urban Redevelopment Authority of Pittsburgh (Pa.),A. Church Photographers,,local,corporate,,
mods_name_creator_namePart_ms,A. Church Photographers.; Urban Redevelopment Authority of Pittsburgh (Pa.),Urban Redevelopment Authority of Pittsburgh,http://id.loc.gov/authorities/names/n86001077,naf,corporate,,
mods_name_creator_namePart_ms,"Du Simitière, Pierre Eugène, approximately 1736-1784","Du Simitière, Pierre Eugène, approximately 1736-1784",http://id.loc.gov/authorities/names/n88140545,naf,personal,,
mods_name_creator_namePart_ms,"Maudlin, Bill","Maudlin, Bill",,local,personal,,
mods_name_creator_namePart_ms,"Taylor, Eugene","Taylor, Eugene",,local,personal,,
mods_name_creator_namePart_ms,Eric Schaal,"Schaal, Eric",http://id.loc.gov/authorities/names/nr95009719,naf,personal,,
mods_name_creator_namePart_ms,The American Photo Co.,The American Photo Company,,local,corporate,,
mods_name_creator_namePart_ms,American Nurses Association,American Nurses Association,http://id.loc.gov/authorities/names/n80115531,naf,corporate,,
mods_name_creator_namePart_ms,"Hellman, Geoffrey T. (Geoffrey Theodore), 1907-1977","Hellman, Geoffrey T. (Geoffrey Theodore), 1907-1977",http://id.loc.gov/authorities/names/n86871592,naf,personal,,
mods_name_creator_namePart_ms,"Duperly, Henri, 1840-1908","Duperly, Henri, 1840-1908",http://id.loc.gov/authorities/names/no2017105807,naf,personal,,
mods_name_creator_namePart_ms,Jean Scales,"Scales, Jean",,local,personal,,
mods_name_creator_namePart_ms,"Salisbury, E.E.","Salisbury, E.E.",,local,personal,,
mods_name_creator_namePart_ms,"Stanley, S.","Stanley, S.",,local,personal,,
mods_name_creator_namePart_ms,Jonas Studio,"Jonas Studio (Pittsburgh, Pa.)",,local,corporate,,
mods_name_creator_namePart_ms,"Wegner, Buechner & Mueller","Wegner, Buechner & Mueller",,local,corporate,,
mods_name_creator_namePart_ms,"Sadel, Armin O.","Sadel, Armin O.",,local,personal,,
mods_name_creator_namePart_ms,"Sanders, Thomas (Engraver)","Sanders, Thomas (Engraver)",http://id.loc.gov/authorities/names/n2006183736,naf,personal,egr,
mods_name_creator_namePart_ms,"Sharples, Ann P.","Sharples, Ann P.",,local,personal,,
mods_name_creator_namePart_ms,R.W. Johnston Studio,"R. W. Johnston Studios (Pittsburgh, Pa.)",,local,corporate,,
mods_name_creator_namePart_ms,"Rawle, S.","Rawle, S.",http://id.loc.gov/authorities/names/n97865612,naf,personal,,
mods_name_creator_namePart_ms,"Conarroe, George W., 1803-1882 or 1884","Conarroe, George W., 1803-1882 or 1884",http://id.loc.gov/authorities/names/nr2001048149,naf,personal,,
mods_name_creator_namePart_ms,"Douglass, Robert M. J., 1809-1887","Douglass, Robert M. J., 1809-1887",http://id.loc.gov/authorities/names/nr00038468,naf,personal,,
mods_name_creator_namePart_ms,"Kelley, Tom, 1914-1984","Kelley, Tom, 1914-1984",http://id.loc.gov/authorities/names/no2014165304,naf,personal,,
mods_name_creator_namePart_ms,Anderson Photography,Anderson Photography,,local,corporate,,
mods_name_creator_namePart_ms,"Pinus, N.","Pinus, N.",,local,personal,,
mods_name_creator_namePart_ms,"Whitehead, Cortlandt, 1842-1922","Whitehead, Cortlandt, 1842-1922",http://id.loc.gov/authorities/names/n88665597,naf,personal,,
mods_name_creator_namePart_ms,"Morales Álvarez, Manuel","Morales Álvarez, Manuel",http://id.loc.gov/authorities/names/n93073373,naf,personal,,
mods_name_creator_namePart_ms,"Darling, Jay","Darling, Jay",,local,personal,,
mods_name_creator_namePart_ms,"Sully, Thomas, 1783-1872","Sully, Thomas, 1783-1872",http://id.loc.gov/authorities/names/n83042764,naf,personal,,
mods_name_creator_namePart_ms,"Pease, Richard H., 1813-1869","Pease, Richard H., 1813-1869",http://id.loc.gov/authorities/names/n85387680,naf,personal,,
mods_name_creator_namePart_ms,McKeesport Daily News,McKeesport Daily News,,local,corporate,,
mods_name_creator_namePart_ms,Samuel Pelaia,"Pelaia, Samuel",,local,personal,,
mods_name_creator_namePart_ms,U.S. News &amp; World Report,U.S. News & World Report (Firm),http://id.loc.gov/authorities/names/n80001295,naf,corporate,,
mods_name_creator_namePart_ms,"Robitzer, J. P.","Robitzer, J. P.",,local,personal,,
mods_name_creator_namePart_ms,"Allen, George","Allen, George",,local,personal,,
mods_name_creator_namePart_ms,"Ade, George, 1866-1944","Ade, George, 1866-1944",http://id.loc.gov/authorities/names/n79089539,naf,personal,,
mods_name_creator_namePart_ms,"Adams, Franklin P. (Franklin Pierce), 1881-1960","Adams, Franklin P. (Franklin Pierce), 1881-1960",http://id.loc.gov/authorities/names/n85226908,naf,personal,,
mods_name_creator_namePart_ms,American Foundation for the Blind,American Foundation for the Blind,http://id.loc.gov/authorities/names/n79049313,naf,corporate,,
mods_name_creator_namePart_ms,American Merchant Marine Library Association,American Merchant Marine Library Association,http://id.loc.gov/authorities/names/no98123853,naf,corporate,,
mods_name_creator_namePart_ms,"Yanagawa, Shigenobu, 1787-1832","Yanagawa, Shigenobu, 1787-1832",http://id.loc.gov/authorities/names/no97065524,naf,personal,,
mods_name_creator_namePart_ms,"Harper, Daniel J.","Harper, Daniel J.",,local,personal,,
mods_name_creator_namePart_ms,"Mainel't, A.","Mainel't, A.",,local,personal,,
mods_name_creator_namePart_ms,"Hall, John, 1739-1797","Hall, John, 1739-1797",http://id.loc.gov/authorities/names/n87861265,naf,personal,,
mods_name_creator_namePart_ms,"Sokol, Mary E.","Sokol, Mary E.",,local,personal,,
mods_name_creator_namePart_ms,Hod Lewis,"Lewis, Hod",,local,personal,,
mods_name_creator_namePart_ms,W. L. Russell,"Russell, W. L.",,local,personal,,
mods_name_creator_namePart_ms,"Paramount Pictures, Inc.","Paramount Pictures, Inc.",http://id.loc.gov/authorities/names/n79055407,naf,corporate,,
mods_name_creator_namePart_ms,"Kaidalov, V.","Kaidalov, V.",,local,personal,,
mods_name_creator_namePart_ms,S. Ia. Kovner,"Kovner, S. Ia.",,local,personal,,
mods_name_creator_namePart_ms,"Fiessinger, Franz Gabriel, 1752-1807","Fiessinger, Franz Gabriel, 1752-1807",http://id.loc.gov/authorities/names/nr2006025271,naf,personal,,
mods_name_creator_namePart_ms,"Grey, Annie","Grey, Annie",,local,personal,,
mods_name_creator_namePart_ms,"Leski, W.","Leski, W.",,local,personal,,
mods_name_creator_namePart_ms,"Hill, John, 1770-1850","Hill, John, 1770-1850",http://id.loc.gov/authorities/names/nr88000324,naf,personal,,
mods_name_creator_namePart_ms,"Shaw, Joshua, 1776-1860","Shaw, Joshua, 1776-1860",http://id.loc.gov/authorities/names/n87808474,naf,personal,,
mods_name_creator_namePart_ms,"Carroll Miller, Jr.","Carroll Miller, Jr.",,local,personal,,
mods_name_creator_namePart_ms,"Klein, J.R.","Klein, J.R.",,local,personal,,
mods_name_creator_namePart_ms,"Graincourt, Antoine Noël Benoît (1748–1823)","Graincourt, Antoine Noël Benoît, 1748-1823",,local,personal,,
mods_name_creator_namePart_ms,"D. Datz Studios, Inc.","D. Datz Studios, Inc.",,local,corporate,,
mods_name_creator_namePart_ms,Ransier-Anderson,Ransier-Anderson Photography Inc.,,local,corporate,,
mods_name_creator_namePart_ms,"Stevens, Roy; Ford Foundation.; Urban Redevelopment Authority of Pittsburgh (Pa.)","Stevens, Roy",http://id.loc.gov/authorities/names/n97863922,naf,personal,,
mods_name_creator_namePart_ms,"Stevens, Roy; Ford Foundation.; Urban Redevelopment Authority of Pittsburgh (Pa.)",Ford Foundation,http://id.loc.gov/authorities/names/n79066088,naf,personal,,
mods_name_creator_namePart_ms,"Stevens, Roy; Ford Foundation.; Urban Redevelopment Authority of Pittsburgh (Pa.)",Urban Redevelopment Authority of Pittsburgh,http://id.loc.gov/authorities/names/n86001077,naf,personal,,
mods_name_creator_namePart_ms,"Vogt, Charles F.","Vogt, Charles F.",,local,personal,,
mods_name_creator_namePart_ms,USS - Photographic Service,USS - Photographic Service,,local,corporate,,
mods_name_creator_namePart_ms,"Bradley, H. Dennis (Herbert Dennis), 1878-1934","Bradley, H. Dennis (Herbert Dennis), 1878-1934",http://id.loc.gov/authorities/names/no2006121137,naf,personal,,
mods_name_creator_namePart_ms,Hess Photographing Company,"Hess Photographing Company (Pittsburgh, Pa.)",,local,corporate,,
mods_name_creator_namePart_ms,E. Haldey,"Haldey, E.",,local,personal,,
mods_name_creator_namePart_ms,"Abbe, James E.","Abbe, James E.",,local,personal,,
mods_name_creator_namePart_ms,"Jones, W. O. (Chaplain)","Jones, W. O. (Chaplain)",,local,personal,,
mods_name_creator_namePart_ms,"Atkin, Jonathan, active 1995","Atkin, Jonathan, active 1995",,local,personal,,
mods_name_creator_namePart_ms,"Scoles, John, 1772?-1853","Scoles, John, 1772?-1853",http://id.loc.gov/authorities/names/n81015237,naf,personal,,
mods_name_creator_namePart_ms,United States Steel Corporation,United States Steel Corporation,http://id.loc.gov/authorities/names/n80045080,naf,corporate,,
mods_name_creator_namePart_ms,"Chapman, William Gerard, 1877-1945","Chapman, William Gerard, 1877-1945",http://id.loc.gov/authorities/names/n92073790,naf,personal,,
mods_name_creator_namePart_ms,"Kun, G., Elkin, V. and Sobolevskii, K.","Kun, G.",,local,personal,,
mods_name_creator_namePart_ms,"Kun, G., Elkin, V. and Sobolevskii, K.","Elkin, V.",,local,personal,,
mods_name_creator_namePart_ms,"Kun, G., Elkin, V. and Sobolevskii, K.","Sobolevskii, K.",,local,personal,,
mods_name_creator_namePart_ms,J. R. Riddle & Co.,J. R. Riddle & Co.,,local,corporate,,
mods_name_creator_namePart_ms,"Rapport, Melvin","Rapport, Melvin",,local,personal,,
mods_name_creator_namePart_ms,"Wallis, James, active 1789-1807","Wallis, James, active 1789-1807",http://id.loc.gov/authorities/names/no2010000789,naf,personal,,
mods_name_creator_namePart_ms,"Rhodes, Richard, 1765-1838","Rhodes, Richard, 1765-1838",http://id.loc.gov/authorities/names/no00088933,naf,personal,,
mods_name_creator_namePart_ms,"Keenan, John C.","Keenan, John C.",,local,personal,,
mods_name_creator_namePart_ms,"Scott, James B.","Scott, James B.",,local,personal,,
mods_name_creator_namePart_ms,J. C. Ferguson,"Ferguson, J. C.",http://id.loc.gov/authorities/names/n2015017676,naf,personal,,
mods_name_creator_namePart_ms,"Lely, Peter, 1618-1680","Lely, Peter, 1618-1680",http://id.loc.gov/authorities/names/n85028378,naf,personal,,
mods_name_creator_namePart_ms,T.,T.,,local,personal,,
mods_name_creator_namePart_ms,"McCargo, David, 1835-","McCargo, David, 1835-",,local,personal,,
mods_name_creator_namePart_ms,"Sale, John (Pittsburgh Press)","Sale, John",,local,personal,,
mods_name_creator_namePart_ms,"Malley, Fred","Malley, Fred",,local,personal,,
mods_name_creator_namePart_ms,Keiri,Keiri,,local,personal,,
mods_name_creator_namePart_ms,"Bannister, James, 1821-1901","Bannister, James, 1821-1901",http://id.loc.gov/authorities/names/nr2001036754,naf,personal,,
mods_name_creator_namePart_ms,"Alger, Edwin","Alger, Edwin",,local,personal,,
mods_name_creator_namePart_ms,"Pate, William","Pate, William",http://id.loc.gov/authorities/names/nr95007740,naf,personal,,
mods_name_creator_namePart_ms,Underwood and Underwood,Underwood & Underwood,http://id.loc.gov/authorities/names/n85188904,naf,corporate,,
mods_name_creator_namePart_ms,VIP Studios,VIP Studios,,local,corporate,,
mods_name_creator_namePart_ms,Kaufmann Brothers,"Brothers, Kaufmann",,local,personal,,
mods_name_creator_namePart_ms,O&#039;Neill Russell Photography,O'Neill Russell Photography,,local,corporate,,
mods_name_creator_namePart_ms,"Bracker, M. Leone, 1885-1937","Bracker, M. Leone, 1885-1937",http://id.loc.gov/authorities/names/no2002041946,naf,personal,,
mods_name_creator_namePart_ms,Berger Germantown,"Germantown, Berger",,local,personal,,
mods_name_creator_namePart_ms,Modern Art Studios Inc.,Modern Art Studios Inc.,,local,corporate,,
mods_name_creator_namePart_ms,"Thew, Robert","Thew, Robert, 1758-1802",http://id.loc.gov/authorities/names/no2009041969,naf,personal,,
mods_name_creator_namePart_ms,"Cooke, George, 1781-1834","Cooke, George, 1781-1834",http://id.loc.gov/authorities/names/nr99001071,naf,personal,,
mods_name_creator_namePart_ms,"Takehisa, Yumeji, 1884-1934","Takehisa, Yumeji, 1884-1934",http://id.loc.gov/authorities/names/n81098124,naf,personal,,
mods_name_creator_namePart_ms,"Suzuki, Harutsugu (Haruji), active 1760–1770","Suzuki, Harutsugu (Haruji), active 1760–1770",,local,personal,,
mods_name_creator_namePart_ms,"Salm, Arthur","Salm, Arthur",,local,personal,,
mods_name_creator_namePart_ms,"Kongō, Iwao, 1886-1951","Kongō, Iwao, 1886-1951",http://id.loc.gov/authorities/names/n83012372,naf,personal,,
mods_name_creator_namePart_ms,"Iastrzhemskii, P.","Iastrzhemskii, P.",,local,personal,,
mods_name_creator_namePart_ms,"Lorton, Richard, 1779-","Lorton, Richard, 1779-",http://id.loc.gov/authorities/names/nr2004036470,naf,personal,,
mods_name_creator_namePart_ms,"Darlington, William M.","Darlington, William M.",,local,personal,,
mods_name_creator_namePart_ms,H.B. Hall & Sons,H.B. Hall & Sons,http://id.loc.gov/authorities/names/n88023549,naf,corporate,,
mods_name_creator_namePart_ms,Cook,Cook,,local,personal,,
mods_name_creator_namePart_ms,Fotoatelier Paap,Fotoatelier Paap,,local,corporate,,
mods_name_creator_namePart_ms,O. K. Bedzhanian,"Bedzhanian, O. K.",,local,personal,,
mods_name_creator_namePart_ms,MacEwan-Hams Studio,MacEwan-Hams Studio,,local,corporate,,
mods_name_creator_namePart_ms,"Rylke, Jan","Rylke, Jan",,local,personal,,
mods_name_creator_namePart_ms,John C. Bragdon,"Bragdon, John C.",,local,personal,,
mods_name_creator_namePart_ms,"Porreau, Jules","Porreau, Jules",http://id.loc.gov/authorities/names/n97875502,naf,personal,,
mods_name_creator_namePart_ms,"Delaistre, L. (Louis Jean Désiré), 1800-1871","Delaistre, L. (Louis Jean Désiré), 1800-1871",http://id.loc.gov/authorities/names/no2011151688,naf,personal,,
mods_name_creator_namePart_ms,"Fittler, James, 1758-1835","Fittler, James, 1758-1835",http://id.loc.gov/authorities/names/nr92024758,naf,personal,,
mods_name_creator_namePart_ms,"Bowyer, Robert, 1758-1834","Bowyer, Robert, 1758-1834",http://id.loc.gov/authorities/names/n83301316,naf,personal,,
mods_name_creator_namePart_ms,Walter E. Eiseman,"Eiseman, Walter E.",,local,personal,,
mods_name_creator_namePart_ms,Weavers of the Trekhgornia Worshop,Weavers of the Trekhgornia Worshop,,local,corporate,,
mods_name_creator_namePart_ms,Pittsburgh Plate Glass Company,Pittsburgh Plate Glass Company,http://id.loc.gov/authorities/names/n80090323,naf,corporate,,
mods_name_creator_namePart_ms,"Sokolov-Skalia, P.","Sokolov-Skalia, P.",,local,personal,,
mods_name_creator_namePart_ms,"Thornburgh, Dick","Thornburgh, Dick",http://id.loc.gov/authorities/names/n81137833,naf,personal,,
mods_name_creator_namePart_ms,"Condé, Pierre","Condé, Pierre",http://id.loc.gov/authorities/names/n97861026,naf,personal,,
mods_name_creator_namePart_ms,"Northcote, James, 1746-1831","Northcote, James, 1746-1831",http://id.loc.gov/authorities/names/n86143755,naf,personal,,
mods_name_creator_namePart_ms,"Lambdin, James Reid, 1807-1889","Lambdin, James Reid, 1807-1889",http://id.loc.gov/authorities/names/nr2001048148,naf,personal,,
mods_name_creator_namePart_ms,"Stephens, H. L. (Henry Louis), 1824-1882","Stephens, H. L. (Henry Louis), 1824-1882",http://id.loc.gov/authorities/names/n50022429,naf,personal,,
mods_name_creator_namePart_ms,"Washburn, Francis T. (Francis Tucker), 1843-1873","Washburn, Francis T. (Francis Tucker), 1843-1873",http://id.loc.gov/authorities/names/no98132300,naf,personal,,
mods_name_creator_namePart_ms,Allegheny County Department of Public Works Photographer: Bailey,Allegheny County (Pa.). Department of Public Works,,local,corporate,,
mods_name_creator_namePart_ms,Allegheny County Department of Public Works Photographer: Bailey,Bailey,,local,personal,,
mods_name_creator_namePart_ms,"Stuart, Gilbert","Stuart, Gilbert, 1755-1828",http://id.loc.gov/authorities/names/n50083265,naf,personal,,
mods_name_creator_namePart_ms,"Dabbs, B. L. H. (Benjamin Lomax Horsley)","Dabbs, B. L. H. (Benjamin Lomax Horsley)",,local,personal,,
mods_name_creator_namePart_ms,"Torii, Kiyotsune","Torii, Kiyotsune",http://id.loc.gov/authorities/names/nr93021124,naf,personal,,
mods_name_creator_namePart_ms,Gazette Times,"Gazette times (Pittsburgh, Pa. : 1906)",,local,title,,
mods_name_creator_namePart_ms,"V. Tsindria, V.Narikidi","Tsindria, V.",,local,personal,,
mods_name_creator_namePart_ms,"Ourdan, Joseph Prosper, 1828-1881","Ourdan, Joseph Prosper, 1828-1881",,local,personal,,
mods_name_creator_namePart_ms,"Richardson, H. H. (Henry Hobson), 1838-1886","Richardson, H. H. (Henry Hobson), 1838-1886",http://id.loc.gov/authorities/names/n50044927,naf,personal,,
mods_name_creator_namePart_ms,"Kihn, W. Langdon","Kihn, W. Langdon",http://id.loc.gov/authorities/names/nr96031582,naf,personal,,
mods_name_creator_namePart_ms,"Reilly, Frank C.","Reilly, Frank C.",http://id.loc.gov/authorities/names/n2012040425,naf,personal,,
mods_name_creator_namePart_ms,N. Karpovskii,"Karpovskii, N.",,local,personal,,
mods_name_creator_namePart_ms,"Throop, Orramel Hinckley, 1798-","Throop, Orramel Hinckley, 1798-",http://id.loc.gov/authorities/names/n87934495,naf,personal,,
mods_name_creator_namePart_ms,"Cogniet, Léon, 1794-1880","Cogniet, Léon, 1794-1880",http://id.loc.gov/authorities/names/nr91017852,naf,personal,,
mods_name_creator_namePart_ms,"Blanchard, Auguste, II, 1792-1849","Blanchard, Auguste, II, 1792-1849",http://id.loc.gov/authorities/names/no2015149940,naf,personal,,
mods_name_creator_namePart_ms,"Douglass, Ephraim, 1749?-1833; O'Hara, James, 1752-1819","Douglass, Ephraim, 1749?-1833",http://id.loc.gov/authorities/names/n92016466,naf,personal,,
mods_name_creator_namePart_ms,"Douglass, Ephraim, 1749?-1833; O'Hara, James, 1752-1819","O'Hara, James, 1752-1819",http://id.loc.gov/authorities/names/n83009156,naf,personal,,
mods_name_creator_namePart_ms,"Hokuju, active 1789-1818","Hokuju, active 1789-1818",,local,personal,,
mods_name_creator_namePart_ms,"Thomas, Moses, 1787-1865","Thomas, Moses, 1787-1865",http://id.loc.gov/authorities/names/n86135978,naf,personal,,
mods_name_creator_namePart_ms,"Dodson, Richard W., 1812-1867","Dodson, Richard W., 1812-1867",http://id.loc.gov/authorities/names/nr91045207,naf,personal,,
mods_name_creator_namePart_ms,Adri,Adri,,local,personal,,
mods_name_creator_namePart_ms,S. L. Link,"Link, S. L.",,local,personal,,
mods_name_creator_namePart_ms,American Foto-News,"Foto-News, American",,local,corporate,,
mods_name_creator_namePart_ms,"Allen, Erich","Allen, Erich",,local,personal,,
mods_name_creator_namePart_ms,"Armor Lithograph Company, Ltd.","Armor Lithograph Company, Ltd.",,local,corporate,,
mods_name_creator_namePart_ms,"Nargeot, Jean Denis, 1795-","Nargeot, Jean Denis, 1795-",http://id.loc.gov/authorities/names/no2007096534,naf,personal,,
mods_name_creator_namePart_ms,"Boilly, Louis, 1761-1845","Boilly, Louis, 1761-1845",http://id.loc.gov/authorities/names/n85068746,naf,personal,,
mods_name_creator_namePart_ms,MacKenzie,MacKenzie,,local,personal,,
mods_name_creator_namePart_ms,Kauffmann's,Kauffmann's,,local,corporate,,
mods_name_creator_namePart_ms,"Khmel'ko, M. I.","Khmel'ko, M. I.",,local,personal,,
mods_name_creator_namePart_ms,"Roberts, Percy, active 1821-1827 (Engraver)","Roberts, Percy, active 1821-1827",,local,personal,egr,
mods_name_creator_namePart_ms,Wallace & Sons,Wallace & Sons,,local,corporate,,
mods_name_creator_namePart_ms,"Clemens, Cyril, 1902-1999","Clemens, Cyril, 1902-1999",http://id.loc.gov/authorities/names/n50041599,naf,personal,,
mods_name_creator_namePart_ms,"Olds, H. G. (Harry Grant), 1869-1943","Olds, H. G. (Harry Grant), 1869-1943",http://id.loc.gov/authorities/names/no99034144,naf,personal,,
mods_name_creator_namePart_ms,Lee Hersheron,"Hersheron, Lee",,local,personal,,
mods_name_creator_namePart_ms,"Torii, Kiyomasu, 1706-1763","Torii, Kiyomasu, 1706-1763",,local,personal,,
mods_name_creator_namePart_ms,Judd Sheppard Publicity Pictures,"Sheppard, Judd, 1922-1976",,local,personal,pht,
mods_name_creator_namePart_ms,"Jones, S.","Jones, S.",,local,personal,,
mods_name_creator_namePart_ms,Donohoe family,Donohoe family,,local,family,,
mods_name_creator_namePart_ms,Dale Gleason,"Gleason, Dale",,local,personal,,
mods_name_creator_namePart_ms,"Powell, W. H. (William Henry), 1823-1879","Powell, W. H. (William Henry), 1823-1879",http://id.loc.gov/authorities/names/n96021895,naf,personal,,
